1,1,1,44,14,1,46,100,-8.5,-0.085
1,1,1,42,15,2,77,91.5,4.5,0.0491803278689
1,1,1,41,16,3,41,96.0,-1.0,-0.0104166666667
1,1,1,42,21,4,42,95.0,6.0,0.0631578947368
1,1,1,44,28,5,42,101.0,15.0,0.148514851485
1,1,1,42,19,6,62,116.0,13.0,0.112068965517
1,1,1,42,18,7,77,129.0,-20.5,-0.158914728682
1,1,1,43,22,8,41,108.5,10.5,0.0967741935484
1,1,1,44,21,9,58,119.0,13.0,0.109243697479
1,1,1,45,19,10,43,132.0,-3.0,-0.0227272727273
1,1,1,41,21,11,171,129.0,55.5,0.43023255814
1,1,1,45,17,12,43,184.5,-6.0,-0.0325203252033
1,1,1,43,19,13,42,178.5,-0.5,-0.00280112044818
1,1,1,43,19,14,40,178.0,-1.0,-0.00561797752809
1,1,1,44,20,15,43,177.0,4.5,0.0254237288136
1,1,1,44,19,16,45,181.5,-5.0,-0.0275482093664
1,1,1,43,22,17,140,176.5,53.5,0.303116147309
1,1,1,46,26,18,43,230.0,10.0,0.0434782608696
1,1,1,43,21,19,83,240.0,23.5,0.0979166666667
1,1,1,42,14,20,42,263.5,-11.0,-0.0417457305503
1,1,1,45,16,21,44,252.5,-6.5,-0.0257425742574
1,1,1,43,10,22,41,246.0,-17.0,-0.0691056910569
1,1,1,43,18,23,79,229.0,19.0,0.0829694323144
1,1,1,43,20,24,43,248.0,6.0,0.0241935483871
1,1,1,45,20,25,43,254.0,2.5,0.00984251968504
1,1,1,45,24,26,44,256.5,11.0,0.0428849902534
1,1,1,43,18,27,133,267.5,-53.5,-0.2
1,1,1,43,16,28,43,214.0,-9.5,-0.0443925233645
1,1,1,44,19,29,133,204.5,-22.5,-0.110024449878
1,1,1,42,19,30,42,182.0,0.5,0.00274725274725
1,1,1,41,18,31,43,182.5,5.0,0.027397260274
1,1,1,44,19,32,249,187.5,-89.0,-0.474666666667
1,1,1,44,19,33,43,98.5,-3.5,-0.0355329949239
1,1,1,42,18,34,42,95.0,4.0,0.0421052631579
1,1,1,45,20,35,45,99.0,2.0,0.020202020202
1,1,1,43,16,36,40,101.0,0.5,0.0049504950495
1,1,1,44,21,37,41,101.5,4.5,0.0443349753695
1,1,1,42,17,38,41,106.0,-3.5,-0.0330188679245
1,1,1,43,11,39,65,102.5,-1.0,-0.00975609756098
1,1,1,43,20,40,43,101.5,4.5,0.0443349753695
1,1,1,43,23,41,177,106.0,36.5,0.344339622642
1,1,1,44,18,42,48,142.5,-5.5,-0.0385964912281
1,1,1,44,18,43,43,137.0,-3.5,-0.0255474452555
1,1,1,44,18,44,43,133.5,-1.0,-0.00749063670412
1,1,1,43,14,45,42,132.5,-14.0,-0.105660377358
1,1,1,45,20,46,52,118.5,-2.5,-0.0210970464135
1,1,1,42,19,47,109,116.0,11.0,0.0948275862069
1,1,1,43,19,48,40,127.0,2.5,0.0196850393701
1,1,1,42,20,49,230,129.5,76.5,0.590733590734
1,1,1,45,25,50,44,206.0,8.5,0.0412621359223
1,1,1,43,15,51,43,214.5,-7.5,-0.034965034965
1,1,1,43,15,52,41,207.0,-8.0,-0.0386473429952
1,1,1,43,19,53,46,199.0,-1.5,-0.00753768844221
1,1,1,43,19,54,42,197.5,-1.5,-0.00759493670886
1,1,1,47,23,55,84,196.0,4.5,0.0229591836735
1,1,1,44,17,56,117,200.5,18.0,0.0897755610973
1,1,1,44,22,57,41,218.5,3.5,0.0160183066362
1,1,1,44,24,58,43,222.0,8.0,0.036036036036
1,1,1,45,21,59,43,230.0,1.0,0.00434782608696
1,1,1,43,17,60,43,231.0,-6.5,-0.0281385281385
1,1,1,42,16,61,42,224.5,-5.5,-0.0244988864143
1,1,1,44,23,62,42,219.0,10.0,0.0456621004566
1,1,1,44,25,63,58,229.0,12.5,0.0545851528384
1,1,1,43,23,64,59,241.5,7.5,0.0310559006211
1,1,1,44,24,65,43,249.0,17.0,0.0682730923695
1,1,1,44,20,66,72,266.0,-10.5,-0.0394736842105
1,1,1,44,13,67,43,255.5,-8.5,-0.0332681017613
1,1,1,44,25,68,42,247.0,10.5,0.0425101214575
1,1,1,42,14,69,42,257.5,-8.0,-0.031067961165
1,1,1,43,20,70,42,249.5,4.5,0.0180360721443
1,1,1,43,24,71,43,254.0,13.5,0.0531496062992
1,1,1,45,17,72,45,267.5,-1.0,-0.00373831775701
1,1,1,42,24,73,42,266.5,16.5,0.06191369606
1,1,1,44,22,74,42,283.0,7.0,0.0247349823322
1,1,1,43,14,75,41,290.0,-8.0,-0.0275862068966
1,1,1,46,21,76,56,282.0,-5.0,-0.0177304964539
1,1,1,43,19,77,43,277.0,4.5,0.0162454873646
1,1,1,44,22,78,43,281.5,7.0,0.0248667850799
1,1,1,44,19,79,44,288.5,1.0,0.00346620450607
1,1,1,44,24,80,41,289.5,8.5,0.0293609671848
1,1,1,43,15,81,43,298.0,-6.0,-0.0201342281879
1,1,1,45,20,82,40,292.0,2.5,0.00856164383562
1,1,1,43,17,83,43,294.5,-4.0,-0.0135823429542
1,1,1,43,21,84,47,290.5,6.0,0.0206540447504
1,1,1,43,18,85,43,296.5,-2.0,-0.00674536256324
1,1,1,43,21,86,188,294.5,39.0,0.132427843803
1,1,1,44,18,87,75,333.5,9.0,0.0269865067466
1,1,1,43,16,88,43,342.5,-8.0,-0.0233576642336
1,1,1,44,14,89,42,334.5,-10.5,-0.0313901345291
1,1,1,42,20,90,66,324.0,-1.0,-0.00308641975309
1,1,1,43,20,91,43,323.0,3.5,0.0108359133127
1,1,1,41,14,92,145,326.5,-12.5,-0.0382848392037
1,1,1,45,23,93,42,314.0,8.5,0.0270700636943
1,1,1,42,19,94,92,322.5,-13.0,-0.0403100775194
1,1,1,44,22,95,49,309.5,26.5,0.0856219709208
1,1,1,42,14,96,42,336.0,-11.5,-0.0342261904762
1,1,1,42,25,97,42,324.5,16.5,0.0508474576271
1,1,1,44,18,98,42,341.0,3.5,0.0102639296188
1,1,1,43,9,99,100,344.5,-33.0,-0.0957910014514
1,1,1,42,18,100,42,311.5,-3.5,-0.0112359550562
